HISTORY,Harlem had one of these literary & cultural rebirths in the '20s & '30s
HISTORY,"Edward & Burghardt were the middle names of <a href=""http://www.j-archive.com/media/2008-02-12_DJ_29.jpg"" target=""_blank"">this</a> organizer of the NAACP"
HISTORY,"In 1957 Martin Luther King helped establish this religious organization, the SCLC"
HISTORY,The Who performed this work at the Metropolitan Opera House in Lincoln Center in 1970
HISTORY,"Dvorak's ""New World Symphony"" debuted in this venue in 1893: the Beatles played there in 1964"
HISTORY,"(<a href=""http://www.j-archive.com/media/2004-05-21_J_25.wmv"">Cheryl of the Clue Crew reports from a street corner in the Bronx, New York.</a>)  The Belmonts, named for the Belmont area of the Bronx, sang in this style, the street version of a cappella"
HISTORY,"She co-wrote ""The Loco-Motion"" in the Brill Building on Broadway"
HISTORY,"This East Village venue was run by Bill Graham for only 3 years, from 1968 to 1971"
HISTORY,"In the 19th c., selling stock you didn't yet own, hoping it would fall, was called selling this animal's skin"
HISTORY,"The only time the game wasn't held in Calif. was 1942, when it was in N.C., amidst fears of another event like this one"
HISTORY,"In 1898 Britain leased the New Territories from China, adding to the area of this dependency"
HISTORY,"In 1273 Rudolf I became the first from this family to rule the Holy Roman Empire, though he was never crowned"
HISTORY,In January 1943 FDR & Winston Churchill met in this North African city to discuss the war effort
HISTORY,In 1701 this pirate was hanged in London for murder & 5 counts of piracy
HISTORY,"The first European to round Africa's southern tip, he was also on the voyage that discovered Brazil"
HISTORY,"The British shortened this term to ""bolshie"", which also came to mean stubborn & uncooperative"
HISTORY,"Around 1950 3 Southeast Asian states were given some autonomy, ending the union known as French this"
HISTORY,"Support from laborers called descamisados, ""shirtless ones"", brought him to power in Argentina in 1946"
HISTORY,The 1992 Olympics in this Spanish city were the first boycott-free summer games in 20 years
HISTORY,"The Nazis may have contrived the February 1933 burning of this parliament building, giving them more control"
HISTORY,"""Memorable"" battleship of 1898 (5)"
HISTORY,Dash-ing code creator born in 1791 (5)
HISTORY,Canada's fifth province (8)
HISTORY,"""Swamp Fox"" Francis (6)"
HISTORY,"A ""Dolley"" house (home to the Madisons) (10)"
HISTORY,This statue got a new torch in 1986; the old one was 100 years old
HISTORY,"Term for the women of the 1920s who wore bobbed hair, short dresses & long strings of beads"
HISTORY,"This Sunshine State once had east & west portions; the western part now belongs to Ala., Miss. & La."
HISTORY,"While writing for Billboard, legendary producer Jerry Wexler coined this phrase to replace ""race music"""
HISTORY,He began selling watches by mail order in 1886 & later hired a repairman named A.C. Roebuck to work for him
HISTORY,"In 1937 FDR's opponents accused him of trying to ""pack"" this"
HISTORY,"In 1972 the ""T"" in the newsmaking SALT stood for this, not ""treaty"""
HISTORY,This paper that had sent Stanley to find Livingstone merged with the New York Tribune in 1924
HISTORY,"Geronimo was buried in this state in 1909, 2 years after statehood"
HISTORY,"In the first Punic War, Rome conquered Corsica, Sardinia & this largest island of the Mediterranean"
HISTORY,"At a 1943 meeting in this N. African city, FDR & Churchill agreed to an invasion of ""the soft underbelly of the Axis"""
HISTORY,"On August 1, 1798 Admiral Nelson delivered a fatal blow to the French fleet near the Rosetta mouth of this river"
HISTORY,"In 1961 this Asian country invaded the small colonies of Daman, Diu & Goa, & defeated the Portuguese"
HISTORY,"In 1530 a statement of faith, or ""confession"", was issued from this German city named for a Roman Emperor"
HISTORY,Provence got its name from being this empire's first province beyond the Alps
HISTORY,"On June 28, 1940 the British recognized this man as the leader of Free France"
HISTORY,"18th century kings ran up debts of hundreds of millions of these--not as in books, but as in units of silver currency"
HISTORY,"Beginning in the 1600s, the colony called New France was based around this river explored by Jacques Cartier"
HISTORY,"Henri Petain was a hero for the victory at this fortress in 1916, at a cost of over 500,000 French casualties"
HISTORY,"This leader of the Reformation was born in Eisleben, Saxony November 10, 1483"
HISTORY,Czars Nicholas I & Nicholas II married German princesses who used this first name as empress
HISTORY,"The Teatro San Carlo, one of Italy's largest opera houses, was built in this city by the bay in 1816"
HISTORY,"This ruling family of Monaco was deposed during the French Revolution, but regained the throne in 1814"
HISTORY,"This French city known for its porcelain was once the capital of the Lemovices, a Gallic tribe"
HISTORY,"To keep Delaware's capital away from the invading British, it was moved to this city in 1777"
HISTORY,James Oglethorpe founded Georgia in 1733 as a haven for people in trouble for this back in Britain
HISTORY,"In 1868 & again in 1880, he was succeeded as British Prime Minister by William Gladstone"
HISTORY,In 1952 the U.N. started a commission on this to make the world a less lethal place
HISTORY,"In the 16th century these assemblies of German potentates took place at Speyer, Augsburg & (yummy!) Worms"
HISTORY,"An episode of the History Channel's ""Modern Marvels"" featured this landmark seen here: (in San Francisco)"
HISTORY,"An episode of ""Civil War Journal"" featured this general seen here:"
HISTORY,It's the historic site seen here: (in San Antonio)
HISTORY,This History Channel host is related to the doctor who set Booth's leg after Lincoln's assassination
HISTORY,"Year featured in the episode of ""Year By Year"" seen here: (Berlin Wall erected)"
HISTORY,"Using the linseed type, 15th century Flemish painters pioneered this painting substance"
HISTORY,"The ""History's Mysteries"" program did a show on this June 1944 event, ""The Best Kept Secret"""
HISTORY,"It's the New Deal organization that's the subject of the program seen here:  <i>""The plan--tame the river with dozens of dams & 200,000 workers""</i>"
HISTORY,"Part history, part fashion, ""Battle of the Clans"" tells of these patterns banned in the 18th century"
HISTORY,"This designer's Y-line dress, seen here, highlighted a show on the year 1955"
HISTORY,"A program on ocean liners featured this ship, seen here:  <i>""She could carry 3,000 passengers & crew in unparalleled comfort...""</i>"
HISTORY,"Since Vermont entered the Union as State number 14 in 1891, this many more have followed it"
HISTORY,"If Newton had 1 apple drop on his head on Monday, 3 on Tuesday & 5 on Wednesday, he averaged this number a day"
HISTORY,"The Incan empire was split between 2 sons in 1525; if there had been 5 sons, each would have gotten this percent"
HISTORY,"If Clyde the Chaldean turned out 3 cuneiform tablets an hour, & worked 8 hours a day for 5 days, he made this many"
HISTORY,"If the 15th C. Wars of the Roses had been fought with real roses, & each side had 48 roses, it totaled this many dozen"
HISTORY,"Around 965 B.C., cedar trees from Lebanon were used to build this city's temple to house the Ark of the Covenant"
HISTORY,Lysander tried & failed to make this militaristic ancient Greek city-state an elective monarchy
HISTORY,"In this Yucatan culture, caves were the portal between our world & Xibalba, the world of the gods"
HISTORY,In 621 B.C. this Greek lawmaker introduced a code of law so harsh it was said to be written in blood
HISTORY,"Alexander the Great routed this Persian king at the Battle of Issus & captured his wife, mother & daughters"
HISTORY,"This country's King Louis IV was nicknamed ""Louis From Overseas"" because he was raised in England"
HISTORY,"William Laud, an archbishop of this who opposed the Puritans, was beheaded on Tower Hill in 1645"
HISTORY,"The first of this Mongol conqueror's many wives was Borte, to whom he was betrothed as a child"
HISTORY,"Born in 12 A.D., this cruel & unbalanced Roman emperor was a great-grandson of Mark Antony"
HISTORY,"The Portuguese captured Muscat, now the capital of this sultanate, c. 1508 but were driven out in 1650"
HISTORY,"Elizabeth Barton, who condemned this king's relationship with Anne Boleyn, was condemned & executed in 1534"
HISTORY,"Saint Hyacinth, whose uncle was the bishop of Krakow, is the apostle of this country"
HISTORY,During WWI this future president of Vietnam worked at the Carlton Hotel in London
HISTORY,"""Aut Caesar Aut Nihil"" --- ""Either Caesar or Nothing""  --  was a motto used by Cesare of this notorious family"
HISTORY,"A national hero for his defense of Mafeking during the Boer War, he later founded the Boy Scouts"
HISTORY,"After years of construction, this canal finally opened for business August 15, 1914"
HISTORY,"In 1794 this hero of Trafalgar lost the sight in his right eye due to a wound suffered while taking Calvi, Corsica"
HISTORY,Around 1605 Dutchman Willem Jansz became the first European to sight this continent
HISTORY,"In February 1825 this ""liberator"" was elected president of Peru"
HISTORY,"Founded in 1933, this Spanish political party was named for a Greek military formation"
HISTORY,"One of history's largest refugee migrations, about 15 million people, took place 1947-1951 between these 2 countries"
HISTORY,"In a 1917 speech in Russia, he said, ""We shall now proceed to construct the Socialist Order"""
HISTORY,"Wanting to Westernize Russia, Czar Peter the Great moved the capital west to this city in 1712"
HISTORY,"In the 1854 Battle of Inkerman during this war, the Russians attacked the British during a dense morning fog"
HISTORY,"Claiming to be the son of Ivan IV, the pretender to the Russian throne in 1604 was known as the False this"
HISTORY,"Boris Godunov's death in 1605 brought on the age in Russian history known as the ""Time of"" these"
HISTORY,"Derided as the ""Pearson Pennant"" after the prime minister, it was adopted in 1964"
HISTORY,"Beginning in February 1942, Canada moved 21,000 people of this background to internment camps"
HISTORY,"In 2000 this party led by Preston Manning, not Pat Buchanan, was absorbed by the New Canadian Alliance"
HISTORY,The 1947 discovery of the Leduc fields began an oil boom in this western province
HISTORY,William Lyon Mackenzie led a failed 1837 revolt; this grandson of his was Canada's longest-serving prime minister
HISTORY,"In 1899 President McKinley took a turn in the Locomobile, a car made by Stanley & propelled by this"
HISTORY,Andrew Jackson was one of the landowners who founded this Tennessee town overlooking the Mississippi in 1819
HISTORY,Victor Marie du Pont served as a captain of this state's volunteers in the War of 1812
HISTORY,"When this convened in May 1787, Adams was in London, Jefferson was in Paris & Patrick Henry refused to attend"
HISTORY,Americans began to oocupy this even before we could send Russia the $7.2 million we paid for it
HISTORY,The Hellenistic Age began with the death of this Macedonian conqueror
HISTORY,Ancient fort that was the site of the last stand of the Jewish zealots against Rome in 73 A.D.
HISTORY,"After winning the 1st Punic War, Rome made this island its 1st province"
HISTORY,"Starting around 550 B.C. this empire conquered the Medes, the Lydians, the Chaldeans & Egypt"
HISTORY,HIstoric nickname for the curved region between the Mediterranean & Mesopotamia
HISTORY,"Though 1863's Emancipation Proclamation applied only to the Confederacy, this Union state, one of the original 13, ended slavery November 1, 1864"
HISTORY,This ancient city grew powerful in part because the Tiber provides a convenient route to the sea 15 miles away
HISTORY,"In 1871 the Treaty of Frankfurt ended the war between France & this German state, led by Bismarck"
HISTORY,This Cairo square was the heart of the 18 days of protest that toppled Egyptian leader Hosni Mubarak in 2011
HISTORY,Zinoviev & Pyatakov were 2 victims of the 1930s proceedings called these trials due to their being public
HISTORY,In 1819 Sir Stamford Raffles of this company established a post at Singapore Harbor for Britain
HISTORY,"On the cover of the 1941 first issue of this comic book, the title hero punches Hitler in the jaw"
HISTORY,"Home to such early makers as Andrea Amati & Giovanni Maggini, this country is known as the violin's birthplace"
HISTORY,This pupil of Nicolo Amati devised the modern bridge & set the proportions for modern violins
HISTORY,"Established in 1626, Les 24 Violons du Roi was the orchestra of this king, the 13th of the name"
HISTORY,"A violinist, not an archer, Giuseppe Tartini helped establish the modern style of using this"
HISTORY,"A master violinist, this ""Four Seasons"" man was among the first to compose major works for the instrument"
HISTORY,He was the only member of the Warren Commission who would later face would-be assassins himself
HISTORY,"During the Tang dynasty, 618 to 907, Chang'an in this country was the most populous city in the world"
HISTORY,The Grimaldi family first gained control of this country in 1297
HISTORY,In 1944 this island country severed all its formal ties with Denmark & became a republic
HISTORY,"In December 1812 this Venezuelan wrote the ""Cartagena Manifesto"", a famous essay on independence"
HISTORY,In 1199 this crusader king of England was mortally wounded while besieging the castle of Chalus
HISTORY,"Famous alarmist depicted in the following  <a href=""http://www.j-archive.com/media/2000-11-23_DJ_01.wmv""><i>""His mission, to warn Adams and Hancock, hiding out in a Lexington parsonage...""</i></a>"
HISTORY,"Man whose earlier life is the subject here  <a href=""http://www.j-archive.com/media/2000-11-23_DJ_17.wmv""><i>""His business ventures made him wealthy, free to pursue his experiments and inventions and to devote his life...""</i></a>"
HISTORY,"""Salvador"" & ""Citizen Cohn"" star heard here as the voice of John Adams  <a href=""http://www.j-archive.com/media/2000-11-23_DJ_18.wmv""><i>""Vanity, I am sensible, is my cardinal vice...""</i></a>"
HISTORY,"Revolutionary inspiration whose work is read here  <a href=""http://www.j-archive.com/media/2000-11-23_DJ_19.wmv""><i>""These are times that try men's souls...""</i></a>"
HISTORY,"Patriot discussed in the following clip  <a href=""http://www.j-archive.com/media/2000-11-23_DJ_20.wmv""><i>""He had been a failure in everything that he did, until the revolution; his father gave him a lot of money...""</i></a>"
HISTORY,Thyme honey from the Iblei Mtns. on this large Mediterranean isle has been a delicacy for centuries
HISTORY,"Parsley, sage, rosemary & thyme figure prominently in this hit by Simon & Garfunkel"
HISTORY,"This ""elder"" Roman encyclopedist referred to thyme as a fumigant"
HISTORY,"Monks know that thyme is an ingredient in this popular upscale French liquor, one of the ""B""s in B&B"
HISTORY,"Thyme contains about 1% this type of ""oil"" used in fragrances & pharmaceuticals"
HISTORY,"Not standardized as the shape we know, the first of these alliterative items, black on white metal, appeared in Detroit in 1915"
HISTORY,"The spear that killed him in 1779 sold at auction in 2003 for over $400,000"
HISTORY,"Before she was First Lady, this woman from New England was the wife of the first U.S. vice president"
HISTORY,She was the only surviving child of Henry VIII's first wife
HISTORY,"After Julia Ward Howe heard Union soldiers singing ""John Brown's Body"", she wrote this song to the same tune"
HISTORY,"St. Thomas' Hospital, where she founded a training school for nurses in 1860, is now home to her museum"
HISTORY,In the late 1940s she founded a female branch of her husband's political party in Argentina
HISTORY,Talleyrand resigned from this emperor's service in 1807 & began intriguing against him
HISTORY,"Her husband, Franklin, was the godson of her father, Elliott"
HISTORY,"Drunk or sober, no one dared call this hatchet-wielding saloon smasher ""Old Hatchet-Face"""
HISTORY,"Besides founding Pennsylvania, he found time to father more than 10 children"
HISTORY,"""The people made the Constitution and the people can unmake it"", said this fourth chief justice"
HISTORY,She plotted against the French Revolution & gave military secrets to her brother Leopold II of Austria
HISTORY,"On November 15, 1920 the League of Nations held its first meeting in this city"
HISTORY,In 1968 Soviet troops invaded this country & abducted Communist Party leader Alexander Dubcek
HISTORY,"In the 4th century Greece became a part of the Byzantine Empire; about 1,100 years later it became part of this empire"
HISTORY,"In the 1200s this western Italian city-state ruled the central Mediterranean, including Sardinia & Corsica"
HISTORY,In 1818 U.S. troops sacked Pensacola as they marched into this Spanish territory; soon it was ours
HISTORY,"African Americans, 13% of the U.S., were nearly twice that percentage of U.S. troops in this 1990-91 war"
HISTORY,In 1960 the last of these locomotives was retired from general use in the U.S. & Diesel ones took over
HISTORY,In the 1600s most of New York State was occupied by this Native American confederacy
HISTORY,"In 1899 Secretary of State John Hay proclaimed this ""welcoming"" policy to preserve U.S. trading rights in China"
HISTORY,"In 1961 a phenomena investigation bureau was set up to find proof of this Scottish lake's ""monster"""
HISTORY,"(VIDEO DAILY DOUBLE): ""(Hello, I'm Patrick Duffy)  According to Plato, Solon discovered the legend of this lost continent while on a trip to Egypt"""
HISTORY,This 16th century doctor said he gazed into a bowl of water on a tripod to divine his prophecies
HISTORY,"The Cyclops was the 1st large U.S. vessel with radio equipment recorded lost in this ""shapely"" area"
HISTORY,"In 1872 this ship was found in the Atlantic intact, but with no one aboard"
HISTORY,"This Norwegian was an apothecary's apprentice before becoming ""The father of modern drama"""
HISTORY,The original commedia dell'arte performers wore masks & spoke this language
HISTORY,Many ancient Greek plays featured a chorus of these mythical goat-men
HISTORY,At 1st only 1 appeared in a tragedy until Aeschylus added a second one
HISTORY,"Developed in the 17th century, this form of theater features men called ""onnagata"" in female roles"
HISTORY,"2 years after exploring the Northwest with William Clark, he was named gov. of the Louisiana territory"
HISTORY,"This group of volunteers, created on Mar. 1, 1961, works to improve living conditions in other nations"
HISTORY,"On April 24, 1980 an attempt to rescue 53 hostages in this capital city was called off"
HISTORY,"'Ullo, Gouverneur!  This signer of the Constitution gave the document its final wording"
HISTORY,"On Dec. 9, 1992, the first group of U.S. Marines arrived in this African nation to restore order"
HISTORY,"This actress played Jessica Fletcher, a writer in Cabot Cove, Maine who wrote & solved mysteries"
HISTORY,"It's the 2-word name for the van driven around by the kids on ""Scooby Doo"""
HISTORY,"One of the 3 people who have hosted the PBS series ""Mystery!"""
HISTORY,"In a 1990s novel, Stephanie Barron had the sense & sensibility to turn this author into a sleuth"
HISTORY,Agatha Christie was staying in Aswan when she wrote this 1937 mystery about a young woman's murder
HISTORY,In 447 he & his band of Huns devastated the area between the Mediterranean & Black Seas
HISTORY,"In 1971 this country's constitution set up 3 cultural regions:  Flanders, Wallonia, & Brussels"
HISTORY,In 1910 this British scholar & army officer explored Syria on foot
HISTORY,"From 1849 to 1861, he ruled the kingdom of Sardinia"
HISTORY,Mungo Park disappeared in 1806 while exploring this west African river
HISTORY,"This ""Bloody"" 16th C. English queen made a disastrous marriage to future armada sender Philip II"
HISTORY,"The movement to reform Communist Czechoslovakia in early 1968 was known as this city's ""spring"""
HISTORY,"Enosis isn't a disease, but the historic desire of people on this 3500-square-mile island for union with Greece"
HISTORY,9th century Breton hero Nomenoe rebelled against this dynasty named for Charlemagne
HISTORY,"The troops of Catholic king James II were defeated at this July 11, 1690 battle in Ireland"
HISTORY,This car company once used characters from the comic strip Peanuts in commercials for its Falcon
HISTORY,"In June of 1752, this man famously flew a kite in a thunderstorm as part of an electricity experiment"
HISTORY,"First name of the famous nursing pioneer known as ""The Lady with the Lamp"""
HISTORY,Don't slip as you name this Austrian doctor who founded the therapeutic method of psychoanalysis
HISTORY,This Spanish king married Queen Isabella in 1469 & sent Columbus off to America in 1492
HISTORY,"This First Lady was committed to a mental hospital in 1875, 10 years after her husband's death"
HISTORY,"In 1782, a preliminary treaty ending the Revolution was signed in this European city"
HISTORY,"In 1818, this country & the U.S. agreed to joint occupation of the Oregon territory"
HISTORY,"Within 6 weeks in 1912, this & Arizona were admitted as the 47th & 48th states"
HISTORY,"In the 1968 election, he won 13 1/2 percent of the popular vote & carried 5 southern states"
HISTORY,"In 2001 she became the first first lady to win elective office, becoming a senator from N.Y."
HISTORY,This 2005 event is the costliest natural disaster in U.S. history
HISTORY,Benedict XVI succeeded this man as head of the Roman Catholic church in 2005
HISTORY,"This new cabinet-level department includes FEMA, the Coast Guard & Customs"
HISTORY,In 2004 7 countries that were once Soviet allies were admitted as new members of this military alliance
HISTORY,"When this man died in 1969, Ton Duc Thang, his vice-president, became president of North Vietnam"
HISTORY,"Estimates of when these people abandoned the city of Uxmal range from 600 to 1,000 years ago"
HISTORY,Peter the Cruel & Joan the Mad ruled this Spanish kingdom sometimes paired with Leon & Aragon
HISTORY,In 1935 the Saar territory was reunited with this country
HISTORY,Juan Vincente Gomez was dictator of this South American country in 1918 when it first exploited its oil
HISTORY,From 1804 to 1806 this pair explored the area between the Mississippi River & the mouth of the Columbia River
HISTORY,"On March 10, 1977, this Cesar Chavez labor group signed an agreement with the Teamsters union"
HISTORY,In 1920 this president signed legislation returning the railroads to private ownership
HISTORY,"The Kansas-Nebraska Act of 1854 repealed this ""compromise"" of 1820"
